source_name,source_type,chunks,file_chunks,nbytes,op_type,date,time_open,time_run,time_save,time_total,host,ncpus,threads
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-17 16:40:15.315796,0.3179540219716728,0.03709011001046747,61.52933115605265,61.88437528803479,gadi-cpu-clx-1115.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-17 16:41:11.493021,0.17405100096948445,0.03277924098074436,55.96889427897986,56.17572452093009,gadi-cpu-clx-1115.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-17 16:42:09.347135,0.230278720962815,0.21605930500663817,57.406314188963734,57.85265221493319,gadi-cpu-clx-1115.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,Climatology,2022-01-17 16:55:47.062342,0.4208544639404863,0.6471127839758992,154.46990186104085,155.53786910895724,gadi-cpu-clx-1941.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,Climatology,2022-01-17 17:01:21.775585,1.8792859429959208,0.6466059599770233,332.1743041749578,334.70019607793074,gadi-cpu-clx-1941.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,Climatology,2022-01-17 17:09:16.168567,4.050047141034156,0.67665596306324,469.6567889819853,474.3834920860827,gadi-cpu-clx-1941.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:43:37.002145,0.2782013339456171,0.0037964500952512026,25.914980710018426,26.196978494059294,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:44:03.018706,0.41351488698273897,0.0034405060578137636,25.59904123400338,26.015996627043933,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:44:28.262899,0.352844842011109,0.0033273398876190186,24.887612123042345,25.243784304941073,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:45:03.228622,0.37567401910200715,0.04184091091156006,34.54744911310263,34.9649640431162,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:45:39.188496,0.16859372099861503,0.03421071800403297,35.75532812089659,35.95813255989924,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:46:13.620810,0.1645328369922936,0.0322978300973773,34.234353926964104,34.431184594053775,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:46:53.202907,0.2923676809296012,0.0039877991657704115,19.53257182589732,19.828927305992693,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:47:12.738516,0.19781442312523723,0.003654144937172532,19.333742692135274,19.535211260197684,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:47:32.680664,0.21208932297304273,0.003942661918699741,19.72511545009911,19.941147434990853,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:48:04.611498,0.2063251039944589,0.033134720055386424,31.69063633400947,31.930096158059314,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:48:36.500205,0.400432663038373,0.03175421291962266,31.455420620040968,31.887607495998964,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:49:06.583127,0.17974038608372211,0.0349177320022136,29.86652621603571,30.081184334121644,gadi-cpu-clx-1787.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:43:36.554923,0.3133858270011842,0.0038272771053016186,25.84378871996887,26.161001824075356,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:44:02.460461,0.4136027139611542,0.0034201620146632195,25.487951867980883,25.9049747439567,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:44:27.862696,0.41308611491695046,0.0035184670705348253,24.984980792040005,25.40158537402749,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:49:41.640168,0.2251947419717908,0.2057029230054468,313.3448597358074,313.77575740078464,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:50:24.270244,0.6708343350328505,0.09796734689734876,41.8574750861153,42.6262767680455,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:51:03.911804,0.17841765913181007,0.03563831187784672,39.4256145011168,39.639670472126454,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:51:43.800648,0.23003073991276324,0.004212795058265328,19.970229153055698,20.204472688026726,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:52:03.674227,0.2183475741185248,0.003999830922111869,19.650570016121492,19.87291742116213,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:52:24.122472,0.23101353691890836,0.004062620922923088,20.21212714514695,20.447203302988783,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:52:59.824694,0.21422007004730403,0.038410913897678256,35.44850089401007,35.70113187795505,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:53:35.528894,0.19266407494433224,0.033865457167848945,35.476547120837495,35.703076652949676,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:54:10.699289,0.19005531002767384,0.03552904003299773,34.94312692107633,35.168711271137,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:44:10.512314,0.43196626706048846,0.0034734660293906927,47.20944372098893,47.64488345407881,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:45:21.660041,0.22330939816311002,0.0037736399099230766,70.91941891703755,71.14650195511058,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,TimeMean,2022-01-18 09:46:25.739440,0.41002785391174257,0.010834746062755585,63.65575708495453,64.07661968492903,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:47:55.821589,0.35822359402664006,0.10404391097836196,89.61768421018496,90.07995171518996,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:49:39.814513,0.25250704609788954,0.09696193085983396,103.64093924500048,103.9904082219582,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-18 09:52:07.910868,0.22509134095162153,0.041620124131441116,147.82802835595794,148.094739821041,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:53:51.680028,0.4725634080823511,0.010103109991177917,50.878292853944004,51.36095937201753,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:54:36.507608,0.4021012920420617,0.021373964846134186,44.40085531398654,44.824330570874736,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,TimeMean,2022-01-18 09:55:16.898830,0.30672964197583497,0.007340578129515052,40.075116605032235,40.389186825137585,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:56:22.556070,0.23074632184579968,0.05734969396144152,65.36813493212685,65.65623094793409,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:57:28.150971,0.17666007508523762,0.03432482690550387,65.38246067613363,65.59344557812437,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 09:59:06.021643,0.18453402002342045,0.032884592888876796,97.65026577119716,97.86768438410945,gadi-cpu-clx-0104.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:15:04.849110,0.26482656598091125,0.005401513073593378,36.78026239504106,37.05049047409557,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:15:41.595327,0.22902781306765974,0.005192834883928299,36.511212897952646,36.745433545904234,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:16:18.280837,0.22779587609693408,0.005520982900634408,36.4512553580571,36.684572217054665,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:16:59.877601,0.46368887717835605,0.06410375982522964,41.067494383081794,41.59528702008538,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:17:40.402891,0.18359422800131142,0.0393382681068033,40.297684939811006,40.52061743591912,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:18:20.847942,0.19731825799681246,0.04256426193751395,40.20049255900085,40.440375078935176,gadi-cpu-clx-1584.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:15:00.069868,0.33760475693270564,0.006001900881528854,37.10553746111691,37.449144118931144,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:15:36.991990,0.24543190002441406,0.005510292015969753,36.67036604392342,36.92130823596381,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:16:13.977009,0.2489873869344592,0.0066251629032194614,36.728486218024045,36.984098767861724,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:16:55.789015,0.24249344994314015,0.043689368991181254,41.525061805034056,41.81124462396838,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:17:37.380291,0.18581220996566117,0.04288763599470258,41.36015370301902,41.58885354897939,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:18:22.724059,0.19057471910491586,0.039107325952500105,45.11156467185356,45.34124671691097,gadi-cpu-clx-0143.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:16:16.985870,0.4134124970296398,0.005101494025439024,72.10223394795321,72.52074793900829,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:17:29.170371,0.21314271294977516,0.005120866000652313,71.96571180201136,72.18397538096178,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:18:41.230308,0.22769053501542658,0.005171374999918044,71.82629334402736,72.05915525404271,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:20:01.132841,0.21537299593910575,0.04744621308054775,79.63926719198935,79.902086401009,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:21:20.853795,0.17202508600894362,0.0397413270547986,79.50752077193465,79.7192871849984,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:22:40.838617,0.16731470497325063,0.03825668594799936,79.77742109401152,79.98299248493277,gadi-cpu-clx-0792.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:16:28.953166,0.5214780969545245,0.007723452057689428,73.26060093799606,73.78980248700827,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:17:42.789987,0.3261631070636213,0.009932716842740774,73.49828988919035,73.83438571309671,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,TimeMean,2022-01-18 10:18:54.196822,0.28935445891693234,0.008530842140316963,71.10750421788543,71.40538951894268,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:20:10.297738,0.21337751881219447,0.08126883115619421,75.80533314892091,76.0999794988893,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:21:26.421501,0.16468946100212634,0.03776143514551222,75.91960594593547,76.12205684208311,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-18 10:22:41.557326,0.1648614180739969,0.03746370482258499,74.93176014907658,75.13408527197316,gadi-cpu-clx-2967.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:33:07.176805,0.2607284209225327,0.046067934948951006,36.14235605113208,36.44915240700357,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:33:43.840759,0.18071075598709285,0.03290607896633446,36.449238158995286,36.66285499394871,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:34:21.395065,0.15349454409442842,0.03364355186931789,37.36607720516622,37.55321530112997,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:35:13.032138,0.4375433628447354,0.03232943802140653,31.551619100151584,32.021491901017725,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:35:46.548381,0.15603436692617834,0.03336891299113631,33.32522761914879,33.514630899066105,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:36:18.908579,0.15068130777217448,0.032463353127241135,32.175671346951276,32.35881600785069,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:37:36.156194,0.27048105793073773,0.03854805207811296,40.648740011965856,40.95776912197471,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:38:17.850262,0.3972860921639949,0.03802549000829458,41.25728292786516,41.69259451003745,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:38:58.150462,0.16315206582657993,0.042559619061648846,40.0925021879375,40.29821387282573,gadi-cpu-clx-0171.gadi.nci.org.au,48,6
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:34:59.626733,0.26133984909392893,0.04307543486356735,148.57216560211964,148.87658088607714,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:35:38.875250,0.30059753102250397,0.09884913498535752,38.84722908609547,39.24667575210333,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:39:14.024884,0.16065975395031273,0.03545395308174193,214.95146238803864,215.1475760950707,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:40:10.388390,0.26263752789236605,0.07255571195855737,34.31424156506546,34.64943480491638,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:40:43.834016,0.18876924412325025,0.0340048389043659,33.21929269307293,33.442066776100546,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:41:17.427244,0.15677824593149126,0.03320896113291383,33.40173858497292,33.59172579203732,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:42:35.498842,0.2783380609471351,0.03961713006719947,41.057549848919734,41.37550503993407,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:43:16.770378,0.1710235879290849,0.0396153312176466,41.05827374197543,41.26891266112216,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:43:57.706946,0.1746332971379161,0.04020402790047228,40.71730317105539,40.93214049609378,gadi-cpu-clx-1943.gadi.nci.org.au,32,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:34:08.757466,0.3873848500661552,0.04243452590890229,76.13758563902229,76.56740501499735,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:35:16.942924,0.2792676801327616,0.10344654181972146,67.80013980017975,68.18285402213223,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:36:46.013816,0.22722429013811052,0.06974609498865902,88.77174443705007,89.06871482217684,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:38:20.686583,0.19896720512770116,0.03342933184467256,56.01149669801816,56.24389323499054,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:39:15.859628,0.14810567605309188,0.03211863012984395,54.99154253397137,55.171766840154305,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:40:09.688430,0.15744828898459673,0.03254428901709616,53.637401257874444,53.82739383587614,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:42:34.330796,0.3133830549195409,0.038048048969358206,74.11523663299158,74.46666773688048,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:43:48.875501,0.15774924494326115,0.03858040110208094,74.34609339106828,74.54242303711362,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:45:03.466149,0.3757631569169462,0.04076447989791632,74.17178620118648,74.58831383800134,gadi-cpu-clx-0250.gadi.nci.org.au,16,4
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:35:28.931593,0.9072419430594891,0.2035588778089732,159.2362628071569,160.34706362802535,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:37:52.405299,0.6486772140488029,0.09913507010787725,142.72288039699197,143.47069268114865,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[-1, 215, 304]",,40864659192,ClimatologyClimtas,2022-01-21 10:39:58.147033,0.29633243777789176,0.10085422708652914,125.34206093009561,125.73924759496003,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:41:51.464649,0.2258932690601796,0.03857618011534214,69.34667283599265,69.61114228516817,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:42:59.947065,0.17326974403113127,0.037427681032568216,68.27023691288196,68.48093433794565,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[16, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:44:09.909620,0.19752701185643673,0.03501254296861589,69.7281536150258,69.96069316985086,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:46:52.879596,0.32110416516661644,0.04008446098305285,87.63009201083332,87.99128063698299,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:48:20.419746,0.17057945602573454,0.04116414510644972,87.32626067986712,87.5380042809993,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
access-s2-hc300,MFDataset,"[8, -1, -1]",,40864659192,ClimatologyClimtas,2022-01-21 10:49:47.435278,0.46830983296968043,0.07268288708291948,86.47154509206302,87.01253781211562,gadi-cpu-clx-0432.gadi.nci.org.au,8,2
